0.001349	0.000015
0.001342	0.009980
0.001342	0.019975
0.001338	0.029975
0.001343	0.039985
0.001339	0.049980
0.001344	0.059980
0.001344	0.069985
0.001339	0.079980
0.001339	0.089980
0.001343	0.099980
0.001335	0.109980
0.001342	0.119980
0.001342	0.129975
0.001347	0.139980
0.001347	0.149985
0.001344	0.159980
0.001342	0.169975
0.001338	0.179980
0.001342	0.189980
0.001340	0.199985
0.001342	0.209980
0.001343	0.219975
0.001344	0.229980
0.001340	0.239980
0.001336	0.249980
0.000957	0.259985
0.000841	0.269980
0.001336	0.279980
0.000918	0.289980
0.000834	0.299975
0.000832	0.309975
0.000790	0.319985
0.000964	0.329980
0.000726	0.339980
0.000762	0.349975
0.000614	0.359980
0.000792	0.369970
0.000893	0.379980
0.000928	0.389980
0.000824	0.399975
0.000839	0.409990
0.001060	0.419975
0.001336	0.429975
0.001339	0.439980
0.000885	0.449970
0.000683	0.459980
0.000795	0.469975
0.000858	0.479980
0.000862	0.489970
0.000891	0.499975
0.000857	0.509975
0.000880	0.519975
0.000842	0.529970
0.000874	0.539985
0.000888	0.549980
0.000932	0.559975
0.000823	0.569990
0.000872	0.579985
0.000880	0.589975
0.000863	0.599975
0.000849	0.609980
0.000846	0.619975
0.000833	0.629975
0.000811	0.639985
0.000844	0.649970
0.000779	0.659970
0.000837	0.669990
0.000783	0.679985
0.000853	0.689975
0.000909	0.699985
0.000868	0.709985
0.000828	0.719975
0.000805	0.729985
0.000882	0.739975
0.000830	0.749975
0.000895	0.759985
0.000833	0.769985
0.000927	0.779980
0.000899	0.789975
0.000933	0.799980
0.000899	0.809975
0.000918	0.819980
0.000945	0.829985
0.000927	0.839980
0.000921	0.849990
0.000932	0.859980
0.001003	0.869975
0.000885	0.879985
0.001333	0.889985
0.000926	0.899975
0.000879	0.909980
0.000871	0.919980
0.000824	0.929980
0.000820	0.939980
0.000724	0.949975
0.000783	0.959980
0.000806	0.969985
0.000811	0.979980
0.000777	0.989980
0.000797	0.999980
0.000710	1.009975
0.000868	1.019975
0.001016	1.029980
0.000708	1.039980
0.000758	1.049980
0.000657	1.059980
0.000799	1.069980
0.000736	1.079980
0.000821	1.089980
0.000796	1.099965
0.000820	1.109980
0.000870	1.119980
0.000810	1.129980
0.000899	1.139985
0.000916	1.149975
0.000827	1.159980
0.000936	1.169975
0.000876	1.179980
0.000849	1.189970
0.000820	1.199980
0.000875	1.209980
0.000740	1.219975
0.000824	1.229980
0.000919	1.239985
0.000841	1.249975
0.000876	1.259980
0.000830	1.269980
0.000914	1.279975
0.000800	1.289980
0.000757	1.299975
0.000894	1.309975
0.000857	1.319985
0.000857	1.329975
0.000863	1.339965
0.000832	1.349975
0.000870	1.359975
0.000902	1.369975
0.000816	1.379980
0.000832	1.389975
0.000825	1.399970
0.000821	1.409975
0.000829	1.419970
0.000987	1.429970
0.000891	1.439980
0.000853	1.449970
0.000787	1.459970
0.000874	1.469965
0.000790	1.479975
0.000795	1.489965
0.000796	1.499975
0.000825	1.509970
0.000807	1.519975
0.000811	1.529965
0.000791	1.539980
0.000805	1.549970
0.000751	1.559965
0.000910	1.569975
0.000867	1.579980
0.000821	1.589970
0.000801	1.599985
0.000815	1.609980
0.000704	1.619965
0.000910	1.629975
0.000843	1.639975
0.000786	1.649970
0.000835	1.659975
0.000886	1.669980
0.000767	1.679975
0.000820	1.689970
0.000787	1.699985
0.000754	1.709980
0.000837	1.719975
0.000921	1.729980
0.000815	1.739975
0.000799	1.749970
0.000767	1.759980
0.000687	1.769975
0.000774	1.779975
0.000706	1.789975
0.000792	1.799975
0.000738	1.809975
0.000816	1.819980
0.000807	1.829975
0.000907	1.839975
0.000809	1.849980
0.000791	1.859980
0.000916	1.869985
0.000991	1.879975
0.000882	1.889980
0.000807	1.899980
0.000746	1.909975
0.000820	1.919975
0.000689	1.929975
0.000769	1.939980
0.000711	1.949975
0.000635	1.959975
0.000655	1.969980
0.000810	1.979975
